Session_ID,Session_Date,Start_Hour,Station_ID,City,State,Station_Ownership,Charger_Type,Connector_Type,Customer_Type,Payment_Method,Session_Duration_Hours,Energy_Consumed_kWh,Price_per_kWh,Revenue,Electricity_Cost,Maintenance_Cost,Other_Cost,Profit,Occupancy_Rate_Pct,Customer_Rating,Session_Status
SES-001676,2024-11-18,3,EV-085,Jaipur,Rajasthan,Partner,AC Level 2,Type 2,Private,UPI,0.48,7.34,10.27,75.38,48.74,56.5,51.62,-81.48,29.5,4.8,Completed
SES-000987,2024-01-04,19,EV-087,Gurugram,Haryana,Own,DC Fast,CCS2,Taxi/Ride-share,UPI,0.88,41.39,11.94,494.2,257.76,141.64,48.02,46.78,44.9,4.4,Completed
SES-003905,2025-12-08,12,EV-036,Gurugram,Haryana,Franchise,AC Level 2,Type 2,Private,Wallet,0.72,13.46,11.19,150.62,68.75,37.08,12.8,31.99,48.5,3.6,Completed
SES-000141,2024-12-30,4,EV-010,Gurugram,Haryana,Own,DC Fast,CCS2,Fleet,UPI,0.43,21.82,11.72,255.73,173.56,35.47,25.48,21.22,27.3,4.4,Cancelled
SES-003353,2025-01-21,20,EV-030,Lucknow,Uttar Pradesh,Own,AC Level 2,CCS2,Corporate,UPI,0.33,3.29,10.04,33.03,18.4,96.51,73.93,-155.81,12.9,4.2,Completed
SES-001924,2024-11-13,12,EV-098,Delhi,Delhi,Own,DC Fast,Type 2,Corporate,Card,0.46,13.41,11.93,159.98,112.25,25.53,40.52,-18.32,11.3,4.8,Completed
SES-004999,2025-12-01,22,EV-091,Bengaluru,Karnataka,Own,DC Fast,CCS2,Private,UPI,0.51,21.76,15.45,336.19,184.94,190.2,72.15,-111.1,35.3,4.7,Completed
SES-001112,2024-02-03,1,EV-085,Jaipur,Rajasthan,Own,AC Level 2,CHAdeMO,Private,Card,1.31,23.62,8.26,195.1,142.76,82.4,61.38,-91.44,52.3,4.7,Completed
SES-000378,2024-03-30,14,EV-007,Mumbai,Maharashtra,Own,DC Fast,CCS2,Fleet,UPI,1.05,45.25,13.34,603.64,333.59,167.49,8.64,93.92,34.2,4.9,Completed
SES-001800,2025-11-23,9,EV-029,Jaipur,Rajasthan,Own,AC Level 2,Type 2,Private,Corporate Account,0.15,2.0,11.23,22.46,13.16,185.7,19.61,-196.01,36.4,4.0,Completed
SES-002767,2024-04-30,23,EV-048,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Private,Card,0.46,6.41,11.41,73.14,49.65,172.59,6.13,-155.23,28.0,3.7,Completed
SES-001637,2024-09-24,5,EV-034,Chennai,Tamil Nadu,Own,DC Fast,Type 2,Fleet,Card,1.26,64.23,14.78,949.32,476.41,114.29,63.67,294.95,50.7,4.6,Completed
SES-004784,2024-11-03,8,EV-018,Hyderabad,Telangana,Franchise,DC Fast,CHAdeMO,Private,UPI,0.99,42.29,14.93,631.39,273.51,78.39,30.15,249.34,21.8,4.3,Completed
SES-003295,2024-07-04,15,EV-017,Chennai,Tamil Nadu,Own,AC Level 2,Type 2,Taxi/Ride-share,Card,1.13,21.21,11.11,235.64,116.47,169.88,78.29,-129.0,39.6,4.6,Completed
SES-000500,2024-09-01,9,EV-012,Bengaluru,Karnataka,Own,DC Ultra-Fast,Type 2,Corporate,UPI,0.29,38.65,19.16,740.53,266.92,285.15,62.52,125.94,2.0,4.3,Completed
SES-002067,2024-05-03,20,EV-050,Chennai,Tamil Nadu,Franchise,AC Level 2,CCS2,Private,Card,1.53,24.45,11.12,271.88,174.95,201.38,73.05,-177.5,12.4,3.9,Completed
SES-004382,2024-07-11,7,EV-061,Delhi,Delhi,Franchise,AC Level 2,CCS2,Private,Card,2.08,33.71,9.03,304.4,277.49,101.73,16.54,-91.36,46.6,4.6,Completed
SES-001280,2025-08-17,18,EV-054,Ahmedabad,Gujarat,Franchise,DC Ultra-Fast,CHAdeMO,Taxi/Ride-share,UPI,0.61,60.25,18.07,1088.72,434.86,321.26,60.04,272.56,48.0,3.6,Completed
SES-000145,2025-03-14,15,EV-097,Delhi,Delhi,Own,AC Level 2,Type 2,Taxi/Ride-share,UPI,0.38,5.01,9.17,45.94,33.67,33.48,24.23,-45.44,5.1,3.9,Completed
SES-003432,2024-08-27,2,EV-097,Ahmedabad,Gujarat,Partner,AC Level 2,CHAdeMO, Private ,Corporate Account,0.98,20.25,9.36,189.54,121.23,146.51,33.69,-111.89,62.9,3.2,Completed
SES-001145,2024-12-20,15,EV-086,Bengaluru,Karnataka,Franchise,AC Level 2,CHAdeMO,Private,UPI,0.15,2.0,8.8,17.6,16.15,218.33,13.0,-229.88,15.7,3.9,Completed
SES-003083,2024-11-22,22,EV-002,Pune,Maharashtra,Own,DC Ultra-Fast,CCS2,Corporate,Corporate Account,1.51,162.78,18.64,3034.22,1144.36,276.42,28.12,1585.32,40.5,4.2,Completed
SES-002335,2025-01-11,2,EV-027,Hyderabad,Telangana,Own,DC Fast,Type 2,Private,Wallet,1.89,93.31,15.69,1464.03,780.15,194.86,9.8,479.22,52.9,3.3,Completed
SES-000367,2025-12-23,23,EV-064,Jaipur,Rajasthan,Own,DC Ultra-Fast,CHAdeMO,Fleet,Card,2.21,180.0,18.21,3277.8,930.89,190.07,30.39,2126.45,30.5,3.9,Completed
SES-004304,2025-03-15,16,EV-083,Bengaluru,Karnataka,Partner,DC Fast,Type 2,Private,Wallet,0.75,21.89,12.35,270.34,161.33,158.95,54.91,-104.85,20.2,4.0,Completed
SES-004992,2025-12-07,20,EV-088,Chennai,Tamil Nadu,Franchise,AC Level 2,CCS2,Private,Card,1.17,19.91,10.52,209.45,167.03,135.69,44.22,-137.49,15.1,4.3,Completed
SES-001675,2024-10-17,12,EV-010,Pune,Maharashtra,Own,DC Fast,Type 2,Private,Card,1.2,63.3,14.8,936.84,427.16,181.98,54.71,272.99,44.0,3.4,Completed
SES-002430,2025-07-15,15,EV-048,Jaipur,Rajasthan,Franchise,DC Fast,CCS2,Fleet,UPI,0.92,45.27,13.61,616.12,252.49,142.07,65.32,156.24,36.4,3.5,Failed
SES-003595,2025-08-18,10,EV-040,Mumbai,Maharashtra,Franchise,AC Level 2,CCS2,Private,Card,0.74,14.93,10.1,150.79,115.75,209.09,26.45,-200.5,41.0,4.2,Completed
SES-000967,2024-08-03,13,EV-051,Chennai,Tamil Nadu,Franchise,AC Level 2,CCS2,Private,Card,3.08,32.37,8.17,264.46,260.21,80.94,54.03,-130.72,21.9,3.6,Completed
SES-002226,2025-08-21,5,EV-072,Hyderabad,Telangana,Own,AC Level 2,CHAdeMO,Fleet,Corporate Account,0.9,15.32,9.51,145.69,83.3,110.52,63.7,-111.83,33.5,4.3,Completed
SES-003272,2025-12-30,12,EV-068,Mumbai,Maharashtra,Partner,AC Level 2,CCS2,Private,UPI,1.2,23.08,11.02,254.34,153.27,122.77,10.18,-31.88,23.9,4.1,Completed
SES-002599,2025-11-25,6,EV-031,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Taxi/Ride-share,Wallet,2.06,24.4,11.49,280.36,174.24,196.16,34.24,-124.28,50.4,5.0,Completed
SES-004801,2025-06-22,19,EV-014,Bengaluru,Karnataka,Franchise,AC Level 2,CCS2,Private,Wallet,0.4,7.19,10.19,73.27,53.02,141.31,29.66,-150.72,37.5,3.6,Completed
SES-000238,2024-02-08,1,EV-071,Lucknow,Uttar Pradesh,Franchise,AC Level 2,CCS2,Private,Card,1.59,20.21,8.94,180.68,171.77,119.8,73.9,-184.79,28.1,3.1,Completed
SES-003689,2025-05-24,3,EV-052,Hyderabad,Telangana,Own,DC Fast,Type 2,Fleet,UPI,0.23,6.38,14.22,90.72,43.98,170.29,55.39,-178.94,2.0,3.7,Completed
SES-003732,2024-07-25,22,EV-014,Hyderabad,Telangana,Franchise,AC Level 2,CCS2,Corporate,Wallet,0.4,6.62,10.98,72.69,44.12,82.34,34.77,-88.54,51.5,4.6,Completed
SES-002334,2025-01-24,4,EV-013,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,1.66,25.54,11.56,295.24,188.87,71.67,20.65,14.05,36.3,4.6,Completed
SES-001019,2024-07-23,2,EV-009,Delhi,Delhi,Franchise,AC Level 2,CCS2,Taxi/Ride-share,Corporate Account,0.75,10.37,8.88,92.09,59.26,169.12,73.13,-209.42,23.4,4.5,Cancelled
SES-002346,2024-04-17,7,EV-092,Delhi,Delhi,Own,AC Level 2,CCS2,Private,Card,0.22,2.21,8.14,17.99,13.79,58.13,8.18,-62.11,25.4,4.8,Completed
SES-004766,2024-10-14,2,EV-051,Pune,Maharashtra,Own,DC Ultra-Fast,CCS2,Private,Wallet,0.94,128.6,14.18,1823.55,1025.14,257.45,56.25,484.71,30.7,4.0,Completed
SES-003993,2025-10-14,4,EV-092,Jaipur,Rajasthan,Own,AC Level 2,CCS2,Fleet,Corporate Account,0.16,2.87,8.95,25.69,19.09,54.05,13.6,-61.05,36.1,3.9,Completed
SES-004933,2025-10-13,5,EV-072,Gurugram,Haryana,Partner,DC Fast,CCS2,Corporate,UPI,0.21,11.84,13.2,156.29,95.96,153.92,65.73,-159.32,10.9,4.1,Completed
SES-001146,2024-11-14,0,EV-064,Hyderabad,Telangana,Partner,AC Level 2,CHAdeMO,Taxi/Ride-share,Corporate Account,2.48,49.75,10.02,498.5,332.79,127.68,40.56,-2.53,72.8,3.8,Completed
SES-002818,2025-11-14,13,EV-044,Delhi,Delhi,Partner,DC Ultra-Fast,CCS2,Private,Card,0.62,56.57,16.26,919.83,387.52,222.45,40.19,269.67,24.4,4.6,Completed
SES-000640,2025-06-11,9,EV-012,Jaipur,Rajasthan,Own,DC Fast,CCS2,Private,Card,0.5,24.89,14.63,364.14,127.45,63.05,74.74,98.9,29.6,4.9,Completed
SES-000306,2024-11-15,9,EV-084,Delhi,Delhi,Partner,AC Level 2,Type 2,Taxi/Ride-share,UPI,1.11,16.17,10.16,164.29,134.91,50.74,11.87,-33.23,48.5,4.9,Completed
SES-004551,2024-11-27,1,EV-041,Gurugram,Haryana,Franchise,DC Ultra-Fast,CCS2,Corporate,Card,1.64,147.34,15.22,2242.51,1216.54,75.43,38.7,911.84,49.4,3.4,Completed
SES-004706,2025-10-08,5,EV-087,Gurugram,Haryana,Franchise,AC Level 2,Type 2,Taxi/Ride-share,UPI,0.92,16.4,9.27,152.03,94.8,79.23,12.34,-34.34,40.6,4.9,Completed
SES-003580,2025-09-06,11,EV-002,Bengaluru,Karnataka,Own,AC Level 2,Type 2,Private,UPI,1.45,29.12,8.43,245.48,160.07,203.94,36.58,-155.11,53.3,3.8,Failed
SES-004276,2025-09-16,19,EV-037,Pune,Maharashtra,Partner,DC Fast,Type 2,Private,Card,2.21,92.75,15.99,1483.07,734.54,124.93,44.32,579.28,21.9,3.6,Completed
SES-002954,2024-01-13,21,EV-097, Mumbai ,Maharashtra,Franchise,AC Level 2,CCS2,Fleet,Wallet,1.12,18.28,8.25,150.81,93.41,189.06,52.86,-184.52,26.2,4.4,Completed
SES-004434,2024-04-30,19,EV-087,Pune,Maharashtra,Own,AC Level 2,CCS2,Private,UPI,1.42,20.74,11.46,237.68,124.19,36.61,32.66,44.22,39.0,3.8,Completed
SES-001454,2025-07-27,23,EV-084,Gurugram,Haryana,Own,AC Level 2,CCS2,Private,Card,0.65,12.09,9.18,110.99,82.64,107.15,47.48,-126.28,37.9,5.0,Completed
SES-004032,2024-08-03,9,EV-081,Bengaluru,Karnataka,Franchise,AC Level 2,CHAdeMO,Private,UPI,2.96,57.74,8.76,505.8,452.03,125.73,78.68,-150.64,67.1,5.0,Completed
SES-004794,2024-05-29,11,EV-073,Gurugram,Haryana,Franchise,DC Fast,CHAdeMO,Fleet,UPI,0.24,11.51,15.99,184.04,85.33,118.33,77.31,-96.93,16.7,3.7,Completed
SES-001496,2024-06-12,17,EV-063,Ahmedabad,Gujarat,Franchise,AC Level 2,Type 2,Corporate,Corporate Account,0.36,7.08,10.02,70.94,42.62,69.96,63.16,-104.8,28.9,4.2,Completed
SES-000890,2024-05-28,21,EV-074,Jaipur,Rajasthan,Own,DC Ultra-Fast,Type 2,Corporate,UPI,1.74,180.0,14.69,2644.2,1400.22,190.32,54.99,998.67,37.5,3.4,Completed
SES-004486,2025-11-03,23,EV-019,Jaipur,Rajasthan,Own,AC Level 2,CCS2,Private,Card,0.3,3.36,8.08,27.15,25.34,160.78,10.08,-169.05,24.4,3.9,Completed
SES-003997,2024-05-26,6,EV-077, Chennai ,Tamil Nadu,Own,DC Fast,CCS2,Private,UPI,0.69,35.6,13.73,488.79,222.86,214.93,58.55,-7.55,21.8,4.3,Completed
SES-001481,2024-06-07,10,EV-092,Ahmedabad,Gujarat,Own,AC Level 2,CCS2,Private,UPI,0.84,17.4,9.08,157.99,116.82,75.95,54.51,-89.29,26.7,3.8,Completed
SES-001427,2024-07-25,21,EV-097,Mumbai,Maharashtra,Franchise,DC Fast,CCS2,Private,Wallet,0.47,21.16,11.41,241.44,175.46,127.07,69.75,-130.84,12.7,4.2,Completed
SES-001514,2024-02-29,18,EV-001,Gurugram,Haryana,Own,AC Level 2,CCS2,Private,UPI,3.49,52.68,10.6,558.41,264.2,167.39,12.74,114.08,72.0,3.9,Completed
SES-000654,2025-06-23,4,EV-018,Bengaluru,Karnataka,Franchise,AC Level 2,Type 2,Corporate,Card,1.16,22.1,11.88,262.55,117.11,84.7,45.46,15.28,33.5,3.9,Completed
SES-001501,2025-11-26,12,EV-099,Chennai,Tamil Nadu,Own,AC Level 2,CHAdeMO,Taxi/Ride-share,Card,1.35,18.96,8.71,165.14,102.87,92.71,36.72,-67.16,30.2,4.1,Completed
SES-003407,2024-02-17,1,EV-039,Chennai,Tamil Nadu,Franchise,AC Level 2,Type 2,Private,Corporate Account,3.22,45.09,8.51,383.72,232.44,189.79,57.25,-95.76,49.0,4.6,Completed
SES-003373,2024-02-29,21,EV-002,Ahmedabad,Gujarat,Franchise,DC Fast,CHAdeMO,Private,Wallet,2.88,100.56,15.64,1572.76,630.71,192.63,53.05,696.37,47.7,3.9,Completed
SES-000631,2024-01-03,12,EV-024,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Fleet,Card,0.89,18.42,8.11,149.39,103.25,51.61,64.57,-70.04,37.1,3.2,Completed
SES-001235,2024-03-12,6,EV-060,Bengaluru,Karnataka,Partner,AC Level 2,CCS2,Private,UPI,0.26,5.37,9.35,50.21,28.97,139.09,32.37,-150.22,39.1,,Completed
SES-004395,2024-05-17,16,EV-017,Delhi,Delhi,Franchise,,CCS2,Private,UPI,0.37,30.19,19.02,574.21,186.26,90.88,13.19,283.88,19.7,3.6,Completed
SES-003846,2025-08-04,13,EV-007,Gurugram,Haryana,Franchise,DC Ultra-Fast,Type 2,Taxi/Ride-share,Corporate Account,0.34,45.32,18.01,816.21,366.99,238.42,6.74,204.06,42.6,4.2,Completed
SES-004008,2025-07-22,12,EV-093,Hyderabad,Telangana,Partner,DC Fast,CCS2,Fleet,UPI,3.18,114.12,11.97,1366.02,613.19,51.93,30.92,669.98,58.8,4.6,Completed
SES-001579,2025-06-20,21,EV-040,Lucknow,Uttar Pradesh,Own,DC Fast,Type 2,Fleet,UPI,0.79,30.73,13.26,407.48,245.87,52.76,28.77,80.08,52.0,4.2,Completed
SES-004312,2024-04-11,19,EV-009,Gurugram,Haryana,Own,DC Fast,CHAdeMO,Taxi/Ride-share,UPI,1.41,75.86,14.86,1127.28,618.9,127.61,9.97,370.8,23.5,3.5,Completed
SES-001804,2024-12-14,16,EV-076,Hyderabad,Telangana,Partner,DC Fast,CCS2,Fleet,UPI,0.74,27.24,15.35,418.13,222.89,161.3,66.96,-33.02,52.4,4.1,Completed
SES-003971,2024-03-19,0,EV-071,Hyderabad,Telangana,Partner,DC Fast,CCS2,Fleet,Corporate Account,0.54,17.79,12.43,221.13,97.97,180.42,59.72,-116.98,21.1,4.0,Completed
SES-000786,2024-01-27,12,EV-091,Bengaluru,Karnataka,Own,DC Fast,CCS2,Private,Wallet,0.5,22.55,12.82,289.09,135.86,213.62,10.79,-71.18,53.0,3.5,Completed
SES-003872,2025-07-24,18,EV-011,Jaipur,Rajasthan,Own,AC Level 2,CCS2,Private,UPI,0.38,3.97,8.04,31.92,28.21,82.77,33.62,-112.68,35.2,3.7,Completed
SES-004752,2025-11-24,3,EV-016,Mumbai,Maharashtra,Partner,DC Fast,CHAdeMO,Taxi/Ride-share,UPI,1.03,57.17,11.82,675.75,475.93,146.1,75.69,-21.97,32.7,3.7,Completed
SES-003061,2025-06-02,20,EV-080,Gurugram,Haryana,Own,DC Ultra-Fast,Type 2,Private,Wallet,0.69,51.68,16.08,831.01,294.79,216.4,11.4,308.42,24.4,3.8,Completed
SES-003982,2025-01-13,17,EV-061,Delhi,Delhi,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.41,7.44,11.79,87.72,40.97,96.59,79.8,-129.64,21.7,4.1,Completed
SES-001104,2025-06-08,0,EV-002,Gurugram,Haryana,Own,AC Level 2,CCS2,Private,UPI,0.25,4.31,11.18,48.19,24.81,79.48,5.6,-61.7,28.8,4.5,Completed
SES-000567,2025-10-06,10,EV-016,Gurugram,Haryana,Franchise,DC Fast,CCS2,Taxi/Ride-share,Corporate Account,1.97,70.1,14.12,989.81,451.72,106.05,33.38,398.66,30.0,4.0,Completed
SES-003514,2025-01-08,1,EV-040,Jaipur,Rajasthan,Franchise,DC Fast,CCS2,Fleet,Wallet,1.5,75.74,11.6,878.58,393.3,208.86,32.06,244.36,42.4,3.7,Completed
SES-001662,2024-01-11,11,EV-006,Bengaluru,Karnataka,Franchise,AC Level 2,CCS2,Private,UPI,1.11,21.9,9.21,201.7,129.66,179.03,65.09,-172.08,44.3,3.1,Completed
SES-001165,2024-07-21,9,EV-059,Hyderabad,Telangana,Own,DC Fast,CCS2,Private,UPI,0.91,35.82,11.82,423.39,212.97,209.9,12.8,-12.28,43.5,3.8,Completed
SES-001021,2024-07-29,14,EV-029,Pune,Maharashtra,Own,AC Level 2,CCS2,Private,Corporate Account,0.74,8.8,8.18,71.98,68.61,161.26,5.51,-163.4,30.0,3.5,Completed
SES-002418,2025-12-22,20,EV-033,Hyderabad,Telangana,Franchise,AC Level 2,Type 2,Corporate,Corporate Account,1.26,13.67,8.94,122.21,76.97,105.97,71.88,-132.61,41.8,4.5,Failed
SES-002819,2025-07-05,12,EV-080,Lucknow,Uttar Pradesh,Franchise,DC Fast,CCS2,Taxi/Ride-share,Card,1.72,95.33,12.17,1160.17,616.44,49.77,22.42,471.54,52.9,4.4,Completed
SES-001612,2024-10-17,14,EV-003,Mumbai,Maharashtra,Own,AC Level 2,Type 2,Taxi/Ride-share,Card,1.2,18.51,11.39,210.83,110.38,89.52,42.02,-31.09,45.9,4.1,Completed
SES-004556,2024-12-25,4,EV-014,delhi,Delhi,Partner,AC Level 2,CCS2,Corporate,Corporate Account,1.05,11.17,11.54,128.9,65.68,162.94,79.06,-178.78,22.4,3.3,Completed
SES-000569,2024-05-19,14,EV-014,Ahmedabad,Gujarat,Own,DC Fast,Type 2,Private,UPI,1.85,58.17,13.15,,343.02,139.0,68.83,214.09,39.9,4.3,Completed
SES-002038,2024-12-08,18,EV-010,Bengaluru,Karnataka,Own,DC Fast,CCS2,Taxi/Ride-share,UPI,0.56,30.51,13.22,403.34,206.35,162.71,6.46,27.82,2.0,3.5,Completed
SES-001570,2025-11-02,9,EV-048,Jaipur,Rajasthan,Own,DC Fast,Type 2,Private,Wallet,2.17,78.75,12.67,997.76,479.35,28.79,26.99,462.63,55.2,3.7,Completed
SES-003855,2024-12-29,18,EV-017,Gurugram,Haryana,Own,DC Fast,CCS2,Private,Corporate Account,1.38,67.5,15.88,1071.9,342.56,216.18,69.27,443.89,56.0,3.7,Completed
SES-000826,2025-07-27,19,EV-100,Gurugram,Haryana,Own,DC Fast,CCS2,Fleet,UPI,0.3,10.09,12.06,121.69,71.23,130.25,6.59,-86.38,33.6,3.1,Completed
SES-001160,2024-01-09,12,EV-004,Chennai,Tamil Nadu,Franchise,DC Fast,CCS2,Private,Wallet,1.33,41.02,15.96,654.68,298.41,69.34,9.91,277.02,23.9,3.6,Completed
SES-000096,2025-07-10,9,EV-011,Gurugram,Haryana,Partner,DC Ultra-Fast,CCS2,Private,UPI,0.24,29.1,19.04,554.06,240.09,215.69,43.71,54.57,23.5,3.9,Completed
SES-001352,2025-10-28,11,EV-026,Lucknow,Uttar Pradesh,Partner,DC Fast,CCS2,Fleet,Card,0.5,21.27,11.56,245.88,132.91,184.98,32.19,-104.2,43.3,3.7,Completed
SES-000223,2025-02-14,0,EV-016,Lucknow,Uttar Pradesh,Franchise,AC Level 2,CHAdeMO,Private,UPI,2.04,24.67,10.21,251.88,186.1,61.7,25.12,-21.04,26.7,4.1,Completed
SES-001797,2024-10-10,20,EV-054,Mumbai,Maharashtra,Own,DC Fast,Type 2,Taxi/Ride-share,Card,1.29,69.89,11.1,775.78,451.41,70.49,16.24,237.64,33.0,4.4,Completed
SES-002700,2025-02-20,12,EV-039,Gurugram,Haryana,Own,AC Level 2,Type 2,Private,UPI,2.77,42.46,11.91,505.7,245.79,155.29,64.86,39.76,50.9,3.5,Completed
SES-001143,2025-10-11,1,EV-009,Pune,Maharashtra,Franchise,AC Level 2,CCS2,Fleet,Card,1.22,18.09,9.74,176.2,145.97,208.68,77.24,-255.69,7.2,3.3,Completed
SES-003245,2025-10-25,14,EV-058,Jaipur,Rajasthan,Own,DC Fast,CCS2,Private,Wallet,0.89,40.61,11.54,468.64,296.45,184.66,23.27,-35.74,27.7,4.8,Completed
SES-004319,2024-07-06,6,EV-064,Lucknow,Uttar Pradesh,Partner,DC Fast,CCS2,Private,Card,0.94,34.72,12.62,438.17,192.8,78.02,63.72,103.63,48.1,2.9,Completed
SES-002090,2025-10-03,1,EV-020,Mumbai,Maharashtra,Partner,AC Level 2,CHAdeMO,Taxi/Ride-share,UPI,1.06,15.54,9.35,145.3,79.88,127.23,78.95,-140.76,34.2,3.9,Completed
SES-004202,2024-01-30,15,EV-024,Lucknow,Uttar Pradesh,Own,AC Level 2,CCS2,Private,UPI,0.49,7.49,8.0,59.92,58.81,209.49,11.38,-219.76,18.0,4.5,Cancelled
SES-000965,2025-03-10,19,EV-089,Delhi,Delhi,Own,AC Level 2,CCS2,Corporate,Corporate Account,0.6,8.38,10.19,85.39,43.85,143.89,58.4,-160.75,36.0,3.8,Completed
SES-000900,2024-02-01,23,EV-042,Ahmedabad,Gujarat,Own,AC Level 2,CCS2,Corporate,Card,1.34,18.05,9.5,171.48,98.96,26.9,62.15,-16.53,31.3,3.4,Completed
SES-000250,2024-01-20,7,EV-087,Delhi,Delhi,Own,AC Level 2,CCS2,Taxi/Ride-share,Card,0.63,10.51,11.9,125.07,53.63,78.4,57.05,-64.01,12.2,4.5,Completed
SES-001805,2024-01-30,18,EV-002,Ahmedabad,Gujarat,Own,AC Level 2,Type 2,Taxi/Ride-share,UPI,0.15,2.83,10.54,29.83,17.29,125.58,47.83,-160.87,16.1,4.4,Completed
SES-002913,2024-04-09,9,EV-090,Gurugram,Haryana,Franchise,DC Fast,CCS2,Private,Wallet,1.9,99.42,12.38,1230.82,741.07,122.31,54.38,313.06,27.2,4.2,Completed
SES-002782,2025-06-05,13,EV-012,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Fleet,Card,0.51,7.99,10.07,80.46,42.4,73.8,28.19,-63.93,38.8,4.1,Completed
SES-004627,2025-08-23,2,EV-028,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Private,Wallet,1.18,15.42,8.12,125.21,99.1,111.05,24.58,-109.52,21.6,3.4,Completed
SES-000462,2025-12-28,15,EV-071,Delhi,Delhi,Own,DC Ultra-Fast,CCS2,Private,Corporate Account,0.72,64.57,15.45,997.61,413.31,102.99,68.86,412.45,20.6,3.2,Completed
SES-003548,2025-09-14,11,EV-078,Delhi,Delhi,Own,AC Level 2,CCS2,Private,UPI,1.16,21.66,10.55,228.51,171.12,187.38,19.72,-149.71,24.8,4.5,Completed
SES-002683,2025-09-06,9,EV-065,Ahmedabad,Gujarat,Partner,DC Fast,CCS2,Fleet,UPI,1.34,53.71,11.47,616.05,409.95,114.03,20.15,71.92,35.6,4.6,Completed
SES-004454,2024-09-02,0,EV-015,Chennai,Tamil Nadu,Franchise,DC Fast,Type 2,Private,UPI,1.28,72.58,13.45,976.2,503.22,50.86,57.26,364.86,37.6,4.1,Completed
SES-004220,2024-07-25,15,EV-039,Pune,Maharashtra,Own,AC Level 2,CCS2,Fleet,Card,1.42,15.61,8.12,126.75,126.41,158.56,50.1,-208.32,23.8,5.0,Failed
SES-002232,2025-04-04,16,EV-092,Hyderabad,Telangana,Partner,AC Level 2,CCS2,Private,Wallet,1.96,24.69,8.38,206.9,190.0,199.26,68.16,-250.52,11.9,4.6,Completed
SES-004105,2025-12-31,22,EV-072,Chennai,Tamil Nadu,Partner,DC Fast,CCS2,Private,UPI,1.69,76.29,14.36,1095.52,602.52,74.77,42.4,375.83,42.9,3.2,Completed
SES-001964,2025-12-11,4,EV-088,Hyderabad,Telangana,Franchise,DC Fast,CCS2,Private,Wallet,1.46,47.38,11.44,542.03,382.9,37.72,72.28,49.13,41.0,3.2,Completed
SES-003550,2025-01-10,1,EV-019,Delhi,Delhi,Franchise,AC Level 2,CCS2,Private,UPI,2.91,35.83,8.44,302.41,225.12,47.55,67.87,-38.13,42.4,5.0,Completed
SES-000889,2024-03-14,4,EV-042,Mumbai,Maharashtra,Own,AC Level 2,CHAdeMO,Private,Wallet,1.1,18.42,8.16,150.31,134.49,181.0,50.9,-216.08,38.9,3.1,Completed
SES-000712,2025-02-16,19,EV-043,Chennai,Tamil Nadu,Own,DC Fast,CCS2,Private,Card,0.51,19.63,11.26,221.03,158.99,108.31,13.98,-60.25,28.3,4.6,Completed
SES-003313,2025-05-24,2,EV-055,Bengaluru,Karnataka,Own,DC Fast,CCS2,Private,Card,0.76,39.72,12.3,488.56,210.35,181.04,30.53,66.64,13.9,4.8,Completed
SES-002246,2024-01-09,5,EV-048,Lucknow,Uttar Pradesh,Own,AC Level 2,CCS2,Fleet,UPI,0.16,2.21,9.65,21.33,17.37,145.16,32.17,-173.37,30.8,3.5,Completed
SES-003890,2025-09-07,5,EV-006,Chennai,Tamil Nadu,Franchise,AC Level 2,CCS2,Private,UPI,3.2,52.56,10.74,564.49,364.61,33.47,48.31,118.1,83.9,4.4,Completed
SES-002342,2024-01-28,14,EV-077,Bengaluru,Karnataka,Partner,AC Level 2,CCS2,Fleet,Card,0.76,12.52,8.35,104.54,64.29,155.52,58.11,-173.38,6.4,4.4,Completed
SES-000492,2024-12-21,22,EV-048,Ahmedabad,Gujarat,Own,AC Level 2,CCS2,Fleet,Wallet,1.78,22.82,8.31,189.63,187.57,137.32,21.89,-157.15,30.7,4.9,Completed
SES-003232,2024-02-22,23,EV-082,Ahmedabad,Gujarat,Own,DC Fast,CCS2,Fleet,UPI,0.62,26.85,13.58,364.62,205.2,115.13,76.16,-31.87,23.1,4.1,Completed
SES-002702,2024-07-12,13,EV-076,Pune,Maharashtra,Own,DC Fast,Type 2,Private,Card,2.18,85.86,13.24,1136.79,591.07,147.64,17.32,380.76,20.9,2.4,Completed
SES-002776,2024-01-05,0,EV-002,Bengaluru,Karnataka,Franchise,DC Fast,CCS2,Private,UPI,0.24,11.23,11.2,125.78,56.94,75.8,59.4,-66.36,2.0,3.6,Completed
SES-002973,2024-07-21,5,EV-023,Bengaluru,Karnataka,Franchise,DC Ultra-Fast,CCS2,Private,Corporate Account,1.1,91.38,16.4,1498.63,748.06,74.71,24.92,650.94,26.1,4.0,Completed
